,Latitude,Longitude,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0,24.66818,71.33144,0.21246604089245885,0.22572577307970926,0.21935795223225726,0.1696769044601345,0.231301042498694,0.20504587953836068,0.24311303388170571,0.1803070239735463,0.19993404,0.50274044
1,24.66818,71.41106,0.3007105577648296,0.3333064531561574,0.3095789918519317,0.2598611331543539,0.34050865991975565,0.3286134939922291,0.42842785358410884,0.36259274125298013,0.33418858,0.5181637
2,24.66818,71.49069,0.370192331348564,0.4409551056679818,0.402816116995244,0.35031890895161666,0.4332906566877333,0.38061976514126195,0.4864434010966603,0.4359226937365899,0.39761087,0.5111093
3,24.66818,71.57031,0.4079009456896708,0.4714962287186144,0.44907946946203325,0.3714014955481786,0.47513773412037974,0.44987211505288893,0.5253235214801026,0.4854037498957562,0.43732846,0.54164064
4,24.66818,71.64994,0.25500221479696483,0.29265719862288464,0.29299468176942184,0.24395304062812856,0.2819186718572583,0.2918403590399846,0.31798369703314244,0.3090576202514257,0.25746012,0.509233
5,24.66818,71.72956,0.2701177746266374,0.35945189913106135,0.31012622610115237,0.2809772364937374,0.3238077474359785,0.30569086883425944,0.35800972562392874,0.3615051349353636,0.29480046,0.49121308
6,24.66818,71.80919,0.29877460757171626,0.3645981370035736,0.3528477647996755,0.28264386908863226,0.36030978251532875,0.34627455968104903,0.41881833301550403,0.39630587158651,0.33124092,0.52602416
7,24.66818,71.88882,0.3796212266304865,0.49090008474915325,0.4723990988137571,0.32189795111662156,0.403484880838912,0.4275511193421566,0.5199941547060418,0.3216659679985774,0.4082487,0.5847553
8,24.66818,71.96844,0.40518475439391244,0.40230638715813477,0.41140922200899094,0.3124301391943347,0.4085772066065505,0.369150688605686,0.3934385966977026,0.3487904440777664,0.3706257,0.44202146
9,24.66818,72.04807,0.42514629647354907,0.445934109654076,0.4638860869249879,0.35380580624932645,0.4474844901111621,0.38730262054485065,0.4121956303553831,0.3903223504576887,0.391431,0.4535963
10,24.66818,72.12769,0.21608713520923614,0.27863199146539935,0.29161037843535353,0.22233524662097243,0.2604542426351464,0.20992500152425164,0.246830122616576,0.22346523292978132,0.19880489,0.50124484
11,24.66818,72.20732,0.15694511973425523,0.15535147701162116,0.16372466596562876,0.13595704593550995,0.1936693741049684,0.1844715294954256,0.20952461972302422,0.2076266589087832,0.16226189,0.5183912
12,24.66818,72.28694,0.13751368356262583,0.1410687496070297,0.12686168867571151,0.12896446085489563,0.18328962271012333,0.1790149463091453,0.19846268665694383,0.19939642894740348,0.1570576,0.5133806
13,24.66818,72.36657,0.0771056057527742,0.05748629463507873,0.057769455189585255,0.05884027671456911,0.05913854864222062,0.05548828121544021,0.06924449461320495,0.05855280018466974,0.056958467,0.557856
14,24.58758,71.25181,0.07533974474689309,0.12638988011872318,0.06744356608294567,0.08291132220158268,0.07152466416460063,0.07034429959995994,0.09256605395214118,0.102516110825062,0.073378,0.52850974
15,24.58758,71.33144,0.37113259705926094,0.4449729941977189,0.4057265274870464,0.30583306213126227,0.39950823911715805,0.35593084373536815,0.3853139354802444,0.31071594186147256,0.35325873,0.4528329
16,24.58758,71.41106,0.39996066178598055,0.47633149396010904,0.4533281372820377,0.36389343921624584,0.461050073185151,0.467926565855614,0.5689987878853291,0.45860974519744513,0.4459169,0.58846736
17,24.58758,71.49069,0.5403092115994813,0.5941881727379345,0.5561728884333361,0.4750250403878026,0.6173709718691699,0.5532586901477355,0.6300749364712037,0.5585353778226885,0.5573251,0.589668
18,24.58758,71.57031,0.5411310738319589,0.5711699000637099,0.49489570102493285,0.4412880608447236,0.5861721251277718,0.5301542134370851,0.6151557376387742,0.5743554188527118,0.5478789,0.55477005
19,24.58758,71.64994,0.3883631496312284,0.49134558788588706,0.4691265159661203,0.36202595763075596,0.4569726906391878,0.43763988845944335,0.4898087754859579,0.46599001000850926,0.41219848,0.5429895
20,24.58758,71.72956,0.4106099441808299,0.5566723437176075,0.45397837230809934,0.4017632072293571,0.5111492901534591,0.46610296713783383,0.5442642538798976,0.5238853261579197,0.4627006,0.5441855
21,24.58758,71.80919,0.45736358629595886,0.5450423949677764,0.48843355261587273,0.4178162377692883,0.5446504725548706,0.5010428026491811,0.5612060138554329,0.5228159250281583,0.491396,0.5458457
22,24.58758,71.88882,0.482352910541447,0.5914015349457659,0.4961502747235684,0.42083452785352493,0.5314635291012619,0.5176704663639098,0.6103438455618716,0.4866118430089755,0.5052525,0.58368754
23,24.58758,71.96844,0.5539721369892948,0.6175826673882274,0.5576668230113015,0.45159614830479206,0.5685988106017341,0.5189499367232754,0.5980781047983934,0.501034885417703,0.52667975,0.5701361
24,24.58758,72.04807,0.546973427179432,0.6101520113940342,0.5524504268671775,0.45524600808765414,0.5918492124018537,0.5397389701769832,0.5547565051385606,0.5020354494873953,0.53958774,0.5324364
25,24.58758,72.12769,0.37256631673227325,0.44533623325768,0.42822461390860156,0.33617588312214647,0.4072124856369741,0.4210358742441871,0.5315313398184893,0.4604556008380942,0.40742713,0.5843869
26,24.58758,72.20732,0.30461059066635754,0.4157446633792482,0.4182389905710313,0.31158843652996676,0.37816637890092186,0.36495537072582807,0.4364811143266414,0.3696875680190769,0.33929062,0.55832785
27,24.58758,72.28694,0.2825000246622513,0.3848829836577119,0.3286976750803803,0.2863831366443178,0.36478024031044043,0.3560684606963792,0.3749181560267202,0.3602608705694974,0.32485843,0.48648328
28,24.58758,72.36657,0.19543107771599133,0.22702815683255162,0.1658218559114403,0.15567441430472972,0.1842297068012489,0.18082093466289145,0.18487404230282872,0.165466336835881,0.17397419,0.46518692
29,24.50698,71.25181,0.05522244362314342,0.08305869215302566,0.0585839234296818,0.056629393481528,0.061391521152984435,0.0635570797108676,0.0850814381128766,0.06484975051073838,0.060238004,0.5623297
