,Latitude,Longitude,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0,24.66818,71.33144,8.475744247,8.868568419999999,9.202180862000004,6.023069858999999,10.788373950000002,6.647324562,7.387925148000001,5.180296421000001,7.9090433,17.15417
1,24.66818,71.41106,24.02977753,28.55134773,25.866415019999998,21.634458539999997,34.41941071000001,27.36190796,40.43184662000001,42.12694549999999,33.30331,62.532272
2,24.66818,71.49069,44.83163452000002,66.11116790999999,56.98225784000001,53.00373458999999,70.91790771000002,42.517116550000004,59.18162918,73.20323181000002,68.320305,106.519424
3,24.66818,71.57031,59.97441864000002,80.82130432000001,78.95654297000003,63.160560609999976,93.51392365,70.20317077999998,74.53672028000001,101.06735230000005,91.012245,134.2034
4,24.66818,71.64994,14.653369900000005,19.32752418999999,21.92814445,17.89958572,19.534034730000002,19.165790560000005,16.531314849999998,26.086885450000004,15.820264,29.635239
5,24.66818,71.72956,17.416639330000006,35.81100082,26.003826140000005,27.34848213,29.59926795999999,22.02611351,23.59261703,41.74900054999999,25.186243,52.930733
6,24.66818,71.80919,23.56865692,37.37121582000002,38.29854965,27.83802223,40.779960630000005,32.0148735,37.77179718,55.00392914,34.337517,66.32071
7,24.66818,71.88882,48.34523391999999,91.21583556999998,91.90634155,41.121753690000006,57.266410830000005,60.26341248,72.29115295,29.411613460000012,67.98968,79.220345
8,24.66818,71.96844,58.78428267999999,50.20689774000001,60.70732117,37.59899902000001,59.46213912999998,38.78831481999998,31.31279564,37.497009279999986,48.681778,75.888405
9,24.66818,72.04807,67.90737914999998,68.37599944999998,87.02667998999998,54.60224151999999,78.11812592,44.79618835,36.00815201,52.54997635,56.845825,86.22436
10,24.66818,72.12769,8.916523933000002,16.67988586,21.61880493,13.550438879999996,15.403367039999992,7.133224963999999,7.731999873999999,9.861409187000003,9.085816,16.162827
11,24.66818,72.20732,3.416373968,2.8913462159999987,3.826416016000001,3.0987820630000007,6.333014011000001,4.8404254909999995,4.729420661999999,7.909708977000001,4.159398,14.031944
12,24.66818,72.28694,2.2981059549999996,2.1650514599999995,1.780242442999999,2.6448972229999996,5.368378639000002,4.423479080000001,4.0192203520000005,7.005911349999999,3.6049948,13.801001
13,24.66818,72.36657,0.40526378199999996,0.14691442300000002,0.16836836899999993,0.251682848,0.18046848499999998,0.131804183,0.17085577500000004,0.17758664500000004,0.31793094,1.040673
14,24.58758,71.25181,0.378063947,1.557207942,0.2677375080000002,0.7032039170000003,0.31915012,0.26846754599999995,0.4079484939999999,0.952278614,0.5513691,5.5239277
15,24.58758,71.33144,45.17411040999999,67.93484497,58.22631453999998,35.267219540000006,55.58983993999999,34.76856994999999,29.412723539999995,26.509065629999995,44.247044,65.61023
16,24.58758,71.41106,56.53974152,83.33338165000002,81.21878814999998,59.40704346,85.44016265999997,78.99917603,94.71604918999999,85.23765563999996,97.38876,133.40367
17,24.58758,71.49069,139.38894649999997,161.7566071,149.98478700000004,132.14862060000002,205.1426392,130.57920840000003,128.6074066,153.97608949999994,163.95703,182.92133
18,24.58758,71.57031,140.02598570000004,143.67662050000004,105.67181400000004,105.9449081,175.58720399999996,114.89363859999995,119.68635560000004,167.43388369999994,157.41576,189.64662
